ID_numb,MenuCode,Menu_Nail,Cost,Choice,Order,Filter1,Not US,Repeated excluding other filters,Repeated and same demographics,Repetitions-2,IP,Completed,Date,Latitud ,Longitud,Duration,FirstClick,LastClick,PageSubmit,ClickCount,2Alt_Asked,3AltAsked,4Alt_Asked,5Alt_Asked,6Alt_Asked,Binary_Timing - First Click,Binary_high_Timing - Last Click,Binary_high_Timing - Page Submit,Binary_high_Timing - Click Count,Binary1_menu,Binary1_choice,Binary1_order,Binary2_menu,Binary2_choice,Binary2_order,Binary3_menu,Binary3_choice,Binary3_order,Binary4_menu,Binary4_choice,Binary4_order,Binary5_menu,Binary5_choice,Binary5_order,Binary6_menu,Binary6_choice,Binary6_order,Binary7_menu,Binary7_choice,Binary7_order,Binary8_menu,Binary8_choice,Binary8_order,Binary9_menu,Binary9_choice,Binary9_order,Binary10_menu,Binary10_choice,Binary10_order,Gender,Age,Education,Ethnicity,Marital_status,Income,Employment,Pairwise Comparisons -Order,,First_Question
1130,19,9,1,4,14,0,0,1,0,0,104.236.195.72,1,2018-09-14 13:03,37.77490234,-122.4194031,254,6.564,9.466,10.613,3,1,4,-,-,-,11.207,96.156,97.286,25,12,1,21,13,3,31,14,1,41,15,1,15,23,3,23,24,4,24,25,2,25,34,4,43,35,3,53,45,4,54,1,2,4,1,1,5,1,Q31|6|10|1-2|5|8|7|9|3-2|2-2|4,12,0
1131,19,9,1,1,14,0,1,0,0,0,105.162.25.110,1,2018-09-14 13:12,1,38,141,0.9,2.757,4.188,2,1,4,-,-,-,0.883,43.723,44.908,39,12,1,21,13,1,13,14,4,14,15,1,15,23,3,32,24,4,42,25,2,52,34,3,43,35,5,35,45,5,45,1,2,4,3,2,6,1,Q31|1-2|2-2|10|3-2|5|9|4|6|7|8,12,0
1132,19,9,1,4,14,0,0,0,0,0,144.121.20.146,1,2018-09-14 13:16,42.36599731,-71.1230011,170,7.238,7.238,8.693,1,1,4,-,-,-,7.655,51.327,52.426,10,12,2,12,13,3,31,14,1,14,15,5,15,23,2,23,24,2,42,25,2,52,34,3,43,35,5,53,45,5,54,0,3,4,4,2,12,1,Q31|10|7|3-2|8|2-2|6|4|5|9|1-2,21,1
1133,19,9,1,4,14,0,0,0,0,0,185.245.86.19,1,2018-09-14 13:20,25.78059387,-80.18260193,539,11.367,11.367,13.303,1,1,4,-,-,-,15.459,109.237,112.476,10,12,2,21,13,3,13,14,1,41,15,5,51,23,2,32,24,4,42,25,5,52,34,3,34,35,5,53,45,5,45,0,5,4,1,1,7,1,Q31|7|4|6|8|2-2|3-2|10|1-2|5|9,12,0
1134,19,9,1,4,41,0,0,0,0,0,72.204.5.171,1,2018-09-14 13:37,36.11889648,-93.98400116,182,5.964,5.964,8.236,1,4,1,-,-,-,7.018,58.867,60.6,11,12,2,12,13,3,31,14,1,14,15,5,15,23,3,23,24,2,24,25,5,52,34,3,43,35,3,35,45,5,45,0,2,4,4,1,3,1,Q31|4|1-2|8|10|6|3-2|7|2-2|5|9,12,0
1135,19,9,1,1,41,0,0,0,0,0,104.38.152.40,1,2018-09-14 14:04,40.80769348,-77.86139679,233,8.557,8.557,9.344,1,4,1,-,-,-,4.911,64.695,66.259,11,12,2,21,13,3,13,14,4,14,15,5,15,23,2,32,24,2,24,25,2,52,34,3,34,35,5,35,45,5,54,0,2,5,1,1,11,1,Q31|1-2|5|6|8|7|4|10|3-2|2-2|9,21,1
1136,19,9,1,1,41,0,0,0,0,0,173.14.145.81,1,2018-09-14 14:13,42.71769714,-70.89569855,212,6.981,6.981,8.793,1,4,1,-,-,-,2.297,66.768,69.067,10,12,2,21,13,1,31,14,1,41,15,1,15,23,2,32,24,2,24,25,2,25,34,3,43,35,3,35,45,4,45,0,5,5,4,2,9,1,Q31|7|3-2|5|4|1-2|8|10|9|2-2|6,12,0
1138,10,23,3,4,234,0,0,1,0,0,173.87.38.185,1,2018-08-25 16:27,45.49620056,-122.8018951,220,32.981,158.421,159.143,3,2,3,4,-,-,1.295,20.307,21.264,13,12,1,21,13,1,13,14,4,14,15,5,15,23,3,23,24,4,24,25,5,52,34,3,43,35,3,53,45,5,54,1,1,4,1,1,11,5,Q31|8|4|1-2|3-2|10|5|7|2-2|9|6,12,1
1139,10,23,3,0,432,0,0,0,0,0,65.31.180.86,1,2018-08-25 16:32,42.88630676,-87.88829803,95,1.689,2.757,4.261,2,4,3,2,-,-,0.645,29.933,32.996,14,12,2,21,13,3,31,14,4,41,15,5,15,23,2,32,24,4,42,25,5,52,34,3,34,35,5,53,45,5,45,1,1,2,1,1,6,1,Q31|6|5|9|7|3-2|4|1-2|8|10|2-2,12,1
1140,10,23,3,3,243,0,0,0,0,0,108.81.4.13,1,2018-08-25 17:04,35.60499573,-82.3132019,962,28.808,54.969,56.149,2,2,4,3,-,-,5.455,230.159,237.994,10,12,2,12,13,3,31,14,4,14,15,5,51,23,3,23,24,2,42,25,2,25,34,3,34,35,5,53,45,5,54,1,2,5,1,1,6,1,Q31|4|2-2|3-2|8|5|6|1-2|10|7|9,12,1
1141,10,23,3,2,324,0,0,0,0,0,73.186.19.26,1,2018-08-26 11:26,41.54969788,-72.65309906,292,1.956,25.378,37.647,7,3,2,4,-,-,7.092,74.845,75.293,18,12,2,21,13,3,13,14,1,14,15,1,51,23,2,23,24,2,24,25,2,52,34,3,43,35,3,35,45,5,54,0,2,4,1,1,6,1,Q31|7|8|10|9|5|4|3-2|1-2|2-2|6,12,1
1142,10,23,3,4,324,0,1,0,0,0,213.205.242.120,1,2018-08-26 11:27,52.46670532,-1.916702271,273,58.904,81.812,85.642,2,3,2,4,-,-,6.389,49.254,50,13,12,1,21,13,3,31,14,4,14,15,5,51,23,3,23,24,4,42,25,5,52,34,4,43,35,5,35,45,5,54,1,3,3,1,2,4,1,Q31|2-2|9|4|6|8|7|10|1-2|3-2|5,12,1
1143,10,23,3,0,234,0,0,0,0,0,24.100.154.143,1,2018-08-26 11:41,36.7808075,-89.99990082,221,3.584,21.417,22.954,2,2,3,4,-,-,4.534,82.542,84.864,29,12,2,12,13,3,31,14,1,41,15,5,51,23,2,32,24,2,42,25,2,25,34,3,34,35,5,53,45,5,45,0,3,2,1,2,3,1,Q31|2-2|7|3-2|1-2|8|6|5|9|10|4,12,1
1144,10,23,3,2,423,0,0,0,0,0,69.180.83.7,1,2018-08-26 12:04,30.21870422,-81.7539978,252,58.719,80.176,81.491,4,4,2,3,-,-,0.982,52.874,53.677,60,12,2,21,13,3,31,14,4,14,15,5,51,23,3,23,24,4,24,25,5,25,34,3,43,35,5,35,45,5,45,0,3,4,1,2,3,1,Q31|6|8|7|2-2|3-2|9|5|4|10|1-2,12,1
1145,10,23,3,2,234,0,0,0,0,0,99.203.0.45,1,2018-08-26 12:07,40.0532074,-83.02200317,163,1.802,20.28,21.046,9,2,3,4,-,-,0.809,44.769,45.462,46,12,2,12,13,3,13,14,4,14,15,5,15,23,3,23,24,2,42,25,2,25,34,3,43,35,5,53,45,5,45,0,2,4,1,1,7,1,Q31|8|3-2|2-2|6|7|5|9|4|10|1-2,12,1
1146,10,23,3,4,432,0,0,0,0,0,76.111.38.237,1,2018-08-26 12:21,33.84770203,-84.28140259,106,2.789,9.949,10.548,3,4,3,2,-,-,0.818,34.009,37.957,14,12,2,21,13,1,13,14,4,14,15,5,51,23,3,23,24,2,24,25,2,25,34,3,34,35,3,35,45,4,45,1,1,4,4,1,12,5,Q31|2-2|9|7|10|3-2|4|8|1-2|6|5,12,1
1147,10,23,3,2,243,0,0,0,0,0,73.69.151.88,1,2018-08-26 13:28,42.34919739,-71.05919647,306,26.488,26.488,39.368,1,2,4,3,-,-,13.891,99.377,101.608,10,12,1,12,13,3,13,14,1,41,15,5,15,23,3,23,24,2,24,25,5,25,34,3,43,35,3,35,45,5,54,1,3,5,1,4,6,1,Q31|9|4|2-2|3-2|6|8|1-2|7|10|5,12,1
1148,10,23,3,3,324,0,0,0,0,0,68.56.54.110,1,2018-08-26 13:58,42.86360168,-85.62719727,253,36.527,36.527,43.519,1,3,2,4,-,-,10.151,69.136,73.63,11,12,2,12,13,3,31,14,4,14,15,5,15,23,2,32,24,2,42,25,5,52,34,3,43,35,5,35,45,5,54,0,2,5,1,4,4,1,Q31|8|4|7|1-2|3-2|9|5|6|2-2|10,12,1
1149,10,23,3,3,243,0,0,0,0,0,75.64.41.20,1,2018-08-28 11:28,35.17869568,-89.75650024,136,19.435,19.435,21.671,1,2,4,3,-,-,5.89,35.598,36.285,12,12,1,12,13,1,13,14,1,41,15,1,15,23,3,32,24,4,24,25,5,25,34,4,34,35,3,35,45,4,45,1,2,4,1,2,4,1,Q31|10|1-2|7|3-2|4|8|2-2|5|6|9,12,1
1150,10,23,3,0,234,0,0,0,0,0,24.211.84.54,1,2018-08-28 11:28,33.97920227,-81.2589035,138,0,0,25.142,0,2,3,4,-,-,4.429,56.303,57.533,11,12,2,12,13,3,31,14,1,41,15,5,51,23,3,23,24,2,42,25,2,52,34,3,34,35,5,53,45,5,45,0,3,2,1,2,5,1,Q31|9|8|1-2|7|10|2-2|4|3-2|5|6,12,1
1151,10,23,3,3,243,0,0,0,0,0,174.134.56.204,1,2018-08-28 11:29,35.38319397,-119.2272034,140,2.561,7.29,8.303,4,2,4,3,-,-,2.313,46.1,47.496,22,12,2,21,13,3,31,14,4,41,15,5,15,23,2,23,24,2,24,25,2,52,34,3,34,35,3,53,45,5,45,0,3,4,1,1,7,1,Q31|2-2|8|9|7|5|10|4|1-2|6|3-2,21,0
1152,10,23,3,2,234,0,0,1,1,0,96.36.47.46,1,2018-08-28 11:30,42.26829529,-85.61669922,211,17.623,17.623,19.592,1,2,3,4,-,-,3.211,71.869,73.29,10,12,2,12,13,3,31,14,4,41,15,5,51,23,2,23,24,2,24,25,2,25,34,3,34,35,3,53,45,5,54,1,2,2,1,1,2,1,Q31|1-2|4|9|6|10|5|7|3-2|2-2|8,12,1
1153,10,23,3,3,432,0,0,0,0,0,73.182.224.118,1,2018-08-28 11:42,41.30940247,-72.9240036,77,10.031,10.031,11.81,1,4,3,2,-,-,4.007,30.102,30.486,12,12,2,21,13,1,31,14,4,14,15,5,51,23,3,23,24,2,42,25,2,25,34,3,43,35,3,53,45,4,45,1,2,4,3,1,10,1,Q31|8|10|7|6|5|4|9|2-2|1-2|3-2,12,1
1154,10,23,3,4,342,0,0,1,1,0,104.52.25.66,1,2018-08-28 12:00,34.17219543,-118.3789978,73,13.264,13.264,14.411,1,3,4,2,-,-,0.979,21.471,22.336,13,12,2,21,13,1,31,14,1,41,15,5,51,23,2,23,24,2,42,25,5,52,34,3,43,35,3,35,45,5,54,0,3,4,4,1,5,1,Q31|4|9|7|1-2|8|6|3-2|5|10|2-2,12,1
1155,10,23,3,0,423,0,0,0,0,0,73.61.16.58,1,2018-08-28 12:01,42.33889771,-70.91960144,216,0.526,0.526,11.1,1,4,2,3,-,-,9.703,105.344,112.667,10,12,2,21,13,3,31,14,4,41,15,5,51,23,2,32,24,2,24,25,2,25,34,3,34,35,5,35,45,5,54,0,4,2,1,2,1,1,Q31|7|3-2|4|6|9|8|2-2|10|1-2|5,21,0
1156,10,23,3,0,342,0,0,0,0,0,184.105.35.33,1,2018-08-28 13:58,31.45610046,-96.89170074,216,18.8,18.8,25.487,1,3,4,2,-,-,7.744,65.368,66.338,10,12,2,12,13,3,31,14,4,14,15,5,51,23,3,23,24,2,42,25,5,25,34,3,34,35,5,35,45,5,45,0,4,3,1,2,6,1,Q31|2-2|7|4|10|6|1-2|5|9|8|3-2,21,0
1157,10,23,3,3,432,0,0,0,0,0,99.48.70.202,1,2018-08-28 14:03,39.59249878,-86.11109924,272,61.268,61.268,76.86,1,4,3,2,-,-,6.586,48.659,49.622,15,12,1,12,13,3,13,14,4,41,15,5,15,23,3,32,24,4,42,25,5,25,34,3,43,35,5,53,45,5,45,1,2,2,1,1,3,1,Q31|5|4|10|6|7|8|1-2|2-2|9|3-2,12,1
1158,10,23,3,4,234,0,0,1,0,4,73.11.171.41,1,2018-08-28 14:04,47.91299438,-122.3041992,31,1.026,1.026,1.869,1,2,3,4,-,-,0.228,8.267,9.276,11,12,2,12,13,3,13,14,4,14,15,1,51,23,2,32,24,2,42,25,2,25,34,4,43,35,3,35,45,4,45,1,3,3,1,1,4,1,Q31|9|8|2-2|4|5|6|1-2|3-2|7|10,12,1
1159,10,23,3,0,432,0,0,0,0,0,75.169.53.252,1,2018-08-28 14:08,40.65829468,-111.9231033,465,0,0,53.694,0,4,3,2,-,-,13.373,143.886,146.629,13,12,2,12,13,3,13,14,4,14,15,5,15,23,3,23,24,4,42,25,5,25,34,4,34,35,3,35,45,4,45,1,4,3,1,4,3,1,Q31|7|3-2|2-2|5|6|10|9|4|1-2|8,21,0
1160,10,23,3,2,423,0,0,0,0,0,71.28.128.34,1,2018-08-28 14:12,41.45579529,-81.0184021,464,75.93,75.93,127.766,1,4,2,3,-,-,31.394,87.963,89.464,10,12,2,21,13,3,13,14,4,14,15,5,15,23,2,32,24,2,42,25,2,25,34,3,34,35,5,53,45,5,54,0,3,4,1,2,8,1,Q31|3-2|4|10|5|7|8|1-2|2-2|6|9,12,1
1161,10,23,3,4,324,0,0,0,0,0,199.15.128.254,1,2018-08-28 14:19,37.75100708,-97.8219986,271,27.05,27.915,29.736,2,3,2,4,-,-,6.206,65.891,67.381,10,12,2,12,13,3,13,14,4,14,15,5,15,23,3,32,24,2,24,25,5,52,34,3,34,35,5,53,45,5,54,0,1,4,2,1,4,1,Q31|4|10|3-2|6|9|8|5|7|1-2|2-2,21,0
1162,10,23,3,4,243,0,0,0,0,0,99.60.232.109,1,2018-08-28 14:22,38.70120239,-90.36699677,31,0,0,0.796,0,2,4,3,-,-,0,0,5.96,0,12,2,12,13,1,13,14,1,14,15,1,15,23,3,32,24,4,24,25,5,52,34,3,43,35,3,53,45,4,45,1,2,2,1,1,2,5,Q31|6|10|5|8|9|1-2|3-2|7|4|2-2,21,0
1163,10,23,3,0,324,0,0,1,1,0,24.154.43.118,1,2018-08-28 14:34,39.67170715,-76.05460358,199,16.518,27.257,32.085,3,3,2,4,-,-,2.79,67.958,70.31,12,12,2,21,13,3,13,14,4,41,15,5,51,23,2,32,24,2,42,25,2,25,34,3,43,35,3,53,45,5,54,0,3,3,1,1,2,1,Q31|10|7|9|6|4|2-2|1-2|5|3-2|8,12,1
1164,10,23,3,3,432,0,0,0,0,0,99.203.0.219,1,2018-08-28 14:39,40.0532074,-83.02200317,215,0.895,7.559,11.201,6,4,3,2,-,-,1.097,86.601,87.688,51,12,2,21,13,3,31,14,4,14,15,5,15,23,3,23,24,2,42,25,5,52,34,3,43,35,5,53,45,5,45,0,3,4,1,1,2,1,Q31|10|5|7|6|3-2|8|9|2-2|1-2|4,21,0
1165,10,23,3,2,432,0,0,0,0,0,173.16.183.116,1,2018-08-28 14:54,37.17019653,-93.32969666,261,3.216,56.825,69.843,4,4,3,2,-,-,1.64,84.35,85.733,24,12,2,21,13,3,31,14,4,14,15,5,51,23,2,23,24,2,42,25,5,52,34,3,43,35,5,35,45,5,45,1,1,3,1,1,5,1,Q31|1-2|7|9|6|10|8|5|3-2|4|2-2,12,1
1166,10,23,3,3,432,0,0,0,0,0,76.95.229.21,1,2018-08-28 15:07,33.88800049,-118.1304016,466,38.455,76.666,78.412,2,4,3,2,-,-,14.177,94.414,95.25,11,12,2,21,13,3,13,14,4,41,15,5,15,23,3,23,24,2,24,25,5,25,34,3,34,35,5,53,45,5,45,1,1,4,2,1,7,1,Q31|7|6|8|2-2|10|4|3-2|5|9|1-2,21,0
1167,10,23,3,2,234,0,0,1,0,2,72.189.106.155,1,2018-08-28 15:18,28.49130249,-81.40969849,41,0.459,0.459,1.223,1,2,3,4,-,-,0.294,11.83,14.832,11,12,1,21,13,3,31,14,4,41,15,5,15,23,3,23,24,4,42,25,5,52,34,3,34,35,3,35,45,5,54,1,2,2,1,1,3,1,Q31|5|6|1-2|8|4|2-2|7|3-2|9|10,21,0
1168,10,23,3,2,324,0,0,0,0,0,174.45.240.207,1,2018-08-28 15:59,45.65829468,-108.384201,247,30.995,30.995,32.837,1,3,2,4,-,-,10.357,78.086,79.782,11,12,1,21,13,3,31,14,1,14,15,1,51,23,2,23,24,2,42,25,2,25,34,3,34,35,5,35,45,5,45,0,5,4,1,2,10,4,Q31|4|3-2|1-2|7|8|9|2-2|10|5|6,21,0
1169,10,23,3,3,423,0,1,0,0,0,125.207.175.84,1,2018-08-28 19:54,33.60639954,130.4180908,187,5.935,5.935,7.74,1,4,2,3,-,-,1.45,42.723,46.992,13,12,1,21,13,3,31,14,4,14,15,1,15,23,3,23,24,4,24,25,5,52,34,4,43,35,3,35,45,4,45,0,2,4,1,2,11,1,Q31|9|5|10|8|4|2-2|6|7|1-2|3-2,21,0
1170,10,23,3,0,243,0,0,0,0,0,207.244.89.108,1,2018-08-28 20:56,38.77009583,-77.63210297,236,3.455,5.7,6.502,2,2,4,3,-,-,2.971,76.592,77.633,54,12,2,12,13,3,31,14,4,41,15,5,15,23,2,23,24,2,24,25,2,52,34,3,34,35,5,53,45,5,45,0,4,4,1,4,6,1,Q31|10|1-2|9|2-2|3-2|4|5|7|8|6,21,0
1171,10,23,3,0,423,0,0,0,0,0,73.140.103.207,1,2018-08-29 1:34,47.17709351,-122.1865005,226,22.831,22.831,24.501,1,4,2,3,-,-,16.88,69.58,70.583,10,12,2,21,13,3,13,14,1,14,15,5,15,23,2,23,24,2,42,25,2,25,34,3,43,35,5,35,45,5,45,0,1,4,1,1,8,1,Q31|9|3-2|7|4|8|1-2|2-2|5|10|6,12,1
1172,10,23,3,0,324,0,0,0,0,0,196.52.2.97,1,2018-08-29 2:13,40.71429443,-74.0059967,140,0,0,4.462,0,3,2,4,-,-,6.77,33.161,33.964,11,12,2,12,13,3,13,14,4,41,15,5,15,23,3,23,24,2,42,25,2,52,34,4,43,35,5,35,45,5,45,1,2,5,4,1,10,1,Q31|2-2|9|5|10|7|3-2|4|6|8|1-2,21,0
1173,10,23,3,3,432,0,0,0,0,0,71.91.20.133,1,2018-08-29 5:09,32.60049438,-85.58339691,144,21.656,21.656,23.119,1,4,3,2,-,-,2.586,40.857,42.502,10,12,2,12,13,3,13,14,4,14,15,5,15,23,2,32,24,2,42,25,2,52,34,3,43,35,5,53,45,5,45,1,2,4,1,2,5,1,Q31|1-2|2-2|3-2|8|10|4|5|6|9|7,12,1
1174,10,23,3,0,234,0,0,0,0,0,76.164.252.189,1,2018-08-29 6:13,36.76960754,-83.34780121,246,0,0,35.904,0,2,3,4,-,-,6.307,87.581,88.925,10,12,2,12,13,3,13,14,4,14,15,5,15,23,2,23,24,2,24,25,2,52,34,3,34,35,3,35,45,5,45,1,3,1,1,1,1,2,Q31|1-2|3-2|8|7|10|6|9|5|4|2-2,21,0
1175,10,23,3,0,324,0,0,0,0,0,174.224.136.127,1,2018-08-29 11:40,43.18190002,-77.64009857,121,0.44,15.71,16.144,11,3,2,4,-,-,1.045,45.49,46.15,72,12,2,21,13,3,13,14,4,41,15,5,51,23,2,32,24,2,24,25,5,52,34,3,43,35,5,53,45,5,54,1,2,4,1,1,7,1,Q31|6|10|4|9|5|2-2|3-2|1-2|8|7,21,0
1176,10,23,3,3,324,0,0,0,0,0,72.218.214.239,1,2018-08-29 14:04,36.83709717,-76.33850098,440,47.067,47.067,50.501,1,3,2,4,-,-,11.03,159.564,161.159,12,12,1,21,13,3,31,14,4,41,15,5,51,23,3,32,24,4,24,25,5,52,34,3,43,35,5,53,45,5,45,1,3,4,4,1,6,1,Q31|1-2|10|5|2-2|8|7|9|6|3-2|4,21,0
1177,10,23,3,3,342,0,0,0,0,0,76.106.49.164,1,2018-08-29 15:43,39.33740234,-76.53679657,341,4.658,167.125,168.247,7,3,4,2,-,-,5.367,55.287,56.116,32,12,2,12,13,3,31,14,1,14,15,5,51,23,3,23,24,2,24,25,5,25,34,3,34,35,5,53,45,5,45,1,2,5,4,2,4,1,Q31|6|9|8|4|2-2|3-2|10|5|1-2|7,12,1
1178,10,23,3,2,342,0,0,0,0,0,8.7.200.3,1,2018-08-29 15:53,39.72900391,-104.9527969,175,35.94,35.94,36.739,1,3,4,2,-,-,8.879,59.655,63.769,11,12,2,21,13,3,31,14,4,14,15,5,15,23,2,23,24,2,42,25,2,52,34,3,34,35,5,35,45,5,45,1,2,4,1,2,11,1,Q31|8|6|10|3-2|4|5|1-2|2-2|7|9,12,1
1179,10,23,3,0,423,0,0,0,0,0,128.255.183.85,1,2018-08-29 17:19,41.66400146,-91.54470062,441,0,0,178.06,0,4,2,3,-,-,4.73,78.883,79.819,13,12,2,12,13,3,13,14,4,41,15,5,15,23,3,32,24,4,24,25,5,25,34,4,34,35,5,35,45,5,45,1,2,4,1,1,4,1,Q31|1-2|6|5|8|4|9|3-2|7|2-2|10,12,1
1180,10,23,3,4,342,0,0,0,0,0,216.85.170.150,1,2018-09-04 10:57,35.93409729,-78.71659851,45,0.524,0.954,1.997,2,3,4,2,-,-,0.44,12.249,14.541,10,12,1,12,13,1,13,14,1,14,15,5,51,23,3,32,24,4,24,25,2,52,34,4,43,35,5,53,45,4,45,1,2,2,1,1,3,2,Q31|1-2|7|3-2|5|9|6|4|2-2|8|10,21,0
1181,10,23,3,0,342,0,0,0,0,0,76.176.42.234,1,2018-09-04 11:09,34.97009277,-116.9929047,176,4.21,4.21,10.584,1,3,4,2,-,-,26.254,75.183,76.012,10,12,2,21,13,3,31,14,4,14,15,5,51,23,2,32,24,4,24,25,2,25,34,3,34,35,5,35,45,5,45,0,2,3,2,1,2,5,Q31|8|3-2|2-2|10|1-2|7|9|6|4|5,21,0
1182,10,23,3,2,423,0,0,0,0,0,198.213.89.44,1,2018-09-04 11:14,30.26229858,-97.74649811,195,22.332,23.316,23.663,2,4,2,3,-,-,10.543,61.672,63.644,11,12,2,12,13,3,13,14,4,14,15,5,51,23,3,32,24,4,42,25,2,52,34,3,43,35,5,35,45,5,45,1,2,4,4,2,6,1,Q31|6|1-2|10|5|2-2|8|4|3-2|7|9,12,1
1183,10,23,3,2,243,0,0,0,0,0,99.203.1.121,1,2018-09-04 11:17,39.74749756,-84.15609741,163,1.119,28.249,29.271,14,2,4,3,-,-,1.427,38.454,39.544,40,12,2,21,13,3,13,14,4,14,15,5,15,23,2,23,24,2,42,25,2,25,34,3,43,35,5,53,45,5,54,0,2,4,1,1,7,1,Q31|2-2|1-2|9|6|4|3-2|8|10|5|7,12,1
1184,10,23,3,3,432,0,0,1,0,0,108.75.121.125,1,2018-09-04 11:18,40.89959717,-81.43959808,365,40.518,40.518,51.967,1,4,3,2,-,-,5.405,106.718,110.835,15,12,2,12,13,3,13,14,4,41,15,5,51,23,3,23,24,2,24,25,5,25,34,4,34,35,5,35,45,5,54,1,2,4,1,2,8,1,Q31|9|5|6|4|8|3-2|10|7|2-2|1-2,21,0
1185,10,23,3,0,432,0,0,0,0,0,47.149.27.160,1,2018-09-04 11:40,34.085495,-117.7344971,100,1.301,4.467,4.589,6,4,3,2,-,-,2.043,35.653,37.908,52,12,2,21,13,1,31,14,1,41,15,5,15,23,3,23,24,2,42,25,2,25,34,4,43,35,3,53,45,4,45,0,3,4,4,1,5,1,Q31|9|10|4|3-2|1-2|7|6|5|8|2-2,21,0
1186,10,23,3,3,432,0,0,0,0,0,96.27.152.3,1,2018-09-04 11:53,37.97079468,-87.48970032,269,1.067,71.566,72.901,4,4,3,2,-,-,1.569,70.461,75.252,17,12,2,12,13,3,31,14,1,14,15,5,51,23,3,32,24,4,24,25,5,25,34,3,34,35,5,53,45,5,54,1,3,4,1,2,12,1,Q31|4|1-2|2-2|5|6|9|7|3-2|10|8,12,1
1187,10,23,3,2,234,0,0,0,0,0,73.222.140.117,1,2018-09-04 12:20,37.769104,-122.4449005,159,14.984,35.206,38.839,2,2,3,4,-,-,4.742,56.853,57.839,11,12,2,21,13,3,13,14,4,14,15,5,15,23,2,23,24,4,42,25,2,52,34,3,43,35,3,35,45,5,45,1,2,4,4,1,4,5,Q31|5|6|3-2|10|1-2|7|9|2-2|4|8,12,1
1188,10,23,3,0,243,0,0,0,0,0,70.131.48.120,1,2018-09-04 12:21,28.67660522,-81.19909668,152,8.58,11.483,14.627,2,2,4,3,-,-,7.465,52.92,55.219,10,12,2,12,13,3,31,14,1,14,15,5,15,23,2,23,24,2,42,25,2,25,34,3,34,35,5,35,45,5,45,0,3,4,1,1,9,1,Q31|6|5|10|4|1-2|3-2|9|7|2-2|8,12,1
1189,10,23,3,2,234,0,0,1,1,0,72.176.120.33,1,2018-09-04 13:04,27.68510437,-97.40029907,727,6.094,6.094,8.347,1,2,3,4,-,-,1.016,22.749,23.452,11,12,2,12,13,3,13,14,4,41,15,5,51,23,2,32,24,4,42,25,2,52,34,3,43,35,5,53,45,5,54,0,2,4,1,1,3,1,Q31|4|1-2|3-2|10|7|5|8|6|9|2-2,12,1
1190,10,23,3,3,432,0,1,0,0,0,201.240.146.239,1,2018-09-04 13:29,-12.05000305,-77.05000305,702,0.804,10.892,11.616,12,4,3,2,-,-,6.29,455.911,457.093,72,12,2,21,13,1,31,14,4,41,15,5,15,23,2,23,24,4,42,25,5,52,34,4,43,35,5,53,45,4,45,0,2,3,1,4,5,1,Q31|5|6|8|7|4|1-2|10|2-2|9|3-2,12,1
1191,10,23,3,2,243,0,0,0,0,0,97.70.237.151,1,2018-09-04 13:52,42.42500305,-83.37439728,420,42.726,85.42,86.641,3,2,4,3,-,-,34.892,138.15,139.232,48,12,2,21,13,3,31,14,1,14,15,5,15,23,3,32,24,2,24,25,5,25,34,3,43,35,3,35,45,4,45,0,2,4,1,1,3,5,Q31|10|2-2|6|3-2|5|4|7|9|8|1-2,12,1
1192,10,23,3,0,423,0,0,0,0,0,140.198.103.91,1,2018-09-04 14:05,33.43569946,-111.917099,120,0,0,7.207,0,4,2,3,-,-,7.425,35.237,36.69,12,12,2,21,13,3,31,14,4,41,15,5,51,23,2,23,24,2,24,25,2,52,34,3,34,35,5,35,45,5,45,1,2,5,3,2,7,1,Q31|8|6|3-2|1-2|9|5|10|4|2-2|7,12,1
1193,10,23,3,2,324,0,0,0,0,0,172.14.42.100,1,2018-09-04 14:35,27.66369629,-97.36039734,556,15.624,116.952,117.863,3,3,2,4,-,-,3.03,214.875,218.376,14,12,1,12,13,1,31,14,4,41,15,5,15,23,3,23,24,4,24,25,5,25,34,3,34,35,5,53,45,5,54,1,2,3,4,1,12,5,Q31|7|5|1-2|6|9|4|8|10|2-2|3-2,12,1
1194,10,23,3,0,324,0,0,1,0,0,75.89.211.164,1,2018-09-05 7:33,31.71980286,-83.21320343,158,0,0,2.49,0,3,2,4,-,-,11.376,68.225,70.341,10,12,1,12,13,3,13,14,1,41,15,5,15,23,2,23,24,2,24,25,2,25,34,3,43,35,3,53,45,5,45,0,5,4,3,2,2,1,Q31|6|5|2-2|7|3-2|4|8|9|1-2|10,21,0
1195,10,23,3,0,243,0,0,0,0,0,69.80.132.202,1,2018-09-06 19:04,40.33210754,-75.11789703,293,138.316,140.12,143.36,2,2,4,3,-,-,17.981,66.062,66.7,12,12,2,21,13,3,31,14,4,14,15,5,51,23,2,32,24,2,42,25,5,52,34,3,43,35,5,35,45,5,45,1,1,3,1,1,5,5,Q31|1-2|10|5|6|7|4|2-2|9|3-2|8,12,1
1196,10,23,3,2,342,0,0,0,0,0,67.86.93.111,1,2018-09-07 9:39,40.55160522,-74.46369934,342,57.679,57.679,59.406,1,3,4,2,-,-,12.548,77.304,83.501,10,12,1,21,13,1,13,14,1,41,15,1,51,23,3,32,24,4,42,25,5,25,34,3,34,35,3,53,45,5,45,1,2,4,4,2,8,1,Q31|7|5|10|4|2-2|6|3-2|1-2|9|8,21,0
